14;Avanço Alternativo;situação perde-perde;;Quando alguém é apresentado a apenas duas opções, ambas essencialmente iguais, apenas com palavras diferentes. Essa técnica é muito usada em vendas. O raciocínio falacioso seria cometido pela pessoa que aceita as opções como as únicas opções, o que provavelmente estaria em um nível subconsciente, já que praticamente qualquer pessoa - se pensasse sobre isso - reconheceria a existência de outras opções.;;Se você empregar seu pensamento crítico e perceber que existem outras opções e ainda escolher uma das opções dadas, você não seria culpado de raciocínio falacioso.;;;;Sempre que forem apresentadas opções, considere cuidadosamente a possibilidade de outras opções não mencionadas e proponha-as. 
15;Familiaridade incrível;"argumento da onisciência, """"como diabos você pode saber disso?"""")";;O argumento contém informações que parecem impossíveis de serem obtidas - como se viessem de um autor onisciente. Esse tipo de escrita/contação de histórias é característico da ficção, portanto, quando usado em um argumento, deve lançar dúvidas.;A reivindicação X é feita de forma que ninguém poderia saber.;"Parece impossível"""" não é """"impossível"""". Pode ser possível que alguém realmente tenha o conhecimento detalhado que afirma. Precisamos manter essa opção aberta ao pensar probabilisticamente. ";;;;simplesmente adicionando um “eu acredito” a argumentos e afirmações não factuais, você pode evitar muitas falácias e ser mais honesto enquanto exercita mais humildade. 
16;falácia de ambiguidade;afirmação ambígua, anfibolia, anfibologia, ambigüidade semântica, imprecisão;;Quando uma frase pouco clara com múltiplas definições é usada dentro do argumento, portanto, não suporta a conclusão. Alguns dirão que palavras isoladas contam para a falácia da ambigüidade, que na verdade é uma forma específica de falácia conhecida como equívoco.;A reivindicação X é feita. Y é concluído com base em uma compreensão ambígua de X.;Frases ambíguas são extremamente comuns no idioma inglês e são uma parte necessária da lógica e do raciocínio informal. Contanto que essas frases ambíguas signifiquem a mesma coisa em todos os usos de frases no argumento, essa falácia não é cometida.;;;;não tenha medo de pedir esclarecimentos, especialmente se a alternativa for presumir que seu interlocutor está sendo irracional ou enganoso. 
17;Autoridade anônima;apelo à autoridade anônima;;Quando uma fonte não especificada é usada como evidência para a alegação. Isso é comumente indicado por frases como “Dizem que...”, “Já foi dito...”, “Ouvi dizer que...”, “Estudos mostram...”, ou grupos generalizados como, “os cientistas dizem...”  Quando falhamos em especificar uma fonte de autoridade, não podemos verificar a fonte, portanto, a credibilidade do argumento. Os apelos a fontes anônimas são, na maioria das vezes, uma forma de fabricar, exagerar ou deturpar fatos para enganar os outros e fazê-los aceitar sua afirmação. Às vezes, esse engano é feito subconscientemente - nem sempre pode ser deliberado.;A pessoa 1 uma vez ouviu que X era verdadeiro. Portanto, X é verdadeiro.;Às vezes, um fato aceito usa as mesmas frases indicativas como as usadas para a falácia, portanto, se a autoridade anônima é realmente apenas uma declaração de um fato aceito, ela deve ser aceita como evidência. A mudança climática está acontecendo - e sempre esteve. Os cientistas dizem que a Terra certamente está em uma fase de aquecimento, mas há algum debate sobre as causas exatas e certamente mais debate sobre o que deveria ser feito politicamente.;;;;muito cuidado com “eles”. 
18;Antropomorfismo;personificação;;A atribuição de características e propósitos humanos a objetos inanimados, animais, plantas ou outros fenômenos naturais, ou a deuses. Isso se torna uma falácia lógica quando usado no contexto de um argumento.;Coisa não humana é descrita com características humanas. A reivindicação X é feita que requer as características humanas da coisa. Portanto, a afirmação X é verdadeira.;;;;;Se você quer fazer as pessoas rirem, dê aos objetos e pequenos animais qualidades humanas. Antropomorfismo é uma mina de ouro de comédia para comediantes de stand-up. 
19;Apelo à Realização;apelo ao sucesso;;Quando o argumento que está sendo feito é protegido de críticas baseadas no nível de realização de quem está fazendo o argumento. Uma forma dessa falácia também ocorre quando os argumentos são avaliados pelas realizações, ou sucesso, da pessoa que apresenta o argumento, e não pelos méritos do próprio argumento.;A pessoa 1 afirma que Y é verdadeiro. A pessoa 1 é muito realizada. Portanto, Y é verdadeiro. A pessoa 1 apresenta evidências contra a reivindicação Y. A pessoa 1 é instruída a calar a boca até que a pessoa 1 se torne tão realizada quanto a pessoa 2.;quando as realizações de alguém estão diretamente relacionadas ao argumento, ele é mais significativo. Já estive no quarteirão muitas vezes e tive minha parcela de sucesso no setor imobiliário. Portanto, acredite em mim quando digo que, se você souber o que está fazendo, o mercado imobiliário pode ser uma ótima maneira de ganhar a vida.;;;;Muitas pessoas de sucesso tentam usar seu sucesso como um curinga para serem uma autoridade em tudo. Não permita que o próprio sucesso atrapalhe seu julgamento das reivindicações que eles estão fazendo. Avalie as evidências acima de tudo. 
20;Apelo à raiva;apelo ao ódio, repugnância, apelo à indignação, etc.;argumentum ad iram;Quando as emoções de raiva, ódio ou fúria são substituídas por evidências em uma discussão.;A pessoa 1 afirma que X é verdadeiro. A pessoa 1 está indignada. Portanto, X é verdadeiro. A reivindicação A é feita. Você está indignado com a reivindicação A. Portanto, a afirmação A é verdadeira/falsa.;Como todos os apelos à emoção, eles funcionam muito bem quando usados, além de uma conclusão sustentada, não no lugar de uma. Você está cansado de ser ignorado pelo seu governo? É certo que o 1% do topo tem tanto quando o resto de nós tem tão pouco? Peço que votem em mim hoje e passarei minha carreira tornando a América um lugar onde a riqueza é distribuída de maneira mais igualitária!;;O grande Yoda disse uma vez: “O medo leva à raiva, a raiva leva ao ódio, o ódio leva ao sofrimento”. Com todo o respeito ao carinha bonitinho e verde, a raiva pode ser muito poderosa e eficaz, além de levar a grandes coisas. Pense em Martin Luther King, Jr. A propósito, a declaração de Yoda realmente comete a falácia da ladeira escorregadia.;;
;;;;;;;;;;
21;Apelo à Autoridade;argumento de autoridade, ipse dixit;argumentum ad verecundiam;Insistir que uma alegação é verdadeira simplesmente porque uma autoridade válida ou especialista no assunto disse que era verdadeira, sem qualquer outra evidência de suporte oferecida. Veja também o apelo à falsa autoridade.;De acordo com a pessoa 1, que é especialista na questão de Y, Y é verdadeiro. Portanto, Y é verdadeiro.;"Tenha muito cuidado para não confundir """"submeter-se a uma autoridade no assunto"""" com a falácia do apelo à autoridade. Lembre-se, uma falácia é um erro de raciocínio. Dispensar o conselho de especialistas e autoridades legítimos transforma o bom ceticismo em negacionismo. O apelo à autoridade é uma falácia na argumentação, mas ceder a uma autoridade é uma heurística confiável que todos nós usamos praticamente todos os dias em questões de relativamente pouca importância. Sempre há uma chance de que qualquer autoridade esteja errada, é por isso que o pensador crítico aceita os fatos provisoriamente. Não é de todo irracional (ou um erro de raciocínio) aceitar informações como provisoriamente verdadeiras por autoridades credíveis. Claro, a razoabilidade é moderada pela alegação feita (ou seja, quão extraordinária, quão importante) e a autoridade (quão credível, quão relevante para a reivindicação). O apelo à autoridade é mais sobre reivindicações que exigem provas do que sobre fatos. Por exemplo, se o seu guia turístico lhe disse que a Cidade do Vaticano foi fundada em 11 de fevereiro de 1929 e você aceita essa informação como verdadeira, você não está cometendo uma falácia (porque não está no contexto da argumentação) nem está sendo irracional. ";;;;Questione a autoridade -- ou torne-se a autoridade que as pessoas procuram em busca de respostas. 
22;Apelo à celebridade;;;Aceitar a reivindicação de uma celebridade com base em seu status de celebridade, não na força do argumento.;A celebridade 1 diz para usar o produto Y. Portanto, devemos usar o produto Y.;alguns endossos de celebridades são autênticos, onde as celebridades são motivadas pelo amor ao produto em si, não pelo enorme cheque que recebem por fingir que gostam do produto. Quando esses produtos estão diretamente relacionados ao status de celebridade, isso pode ser visto como uma razão válida (mas não suficiente) para querer o produto. Honestamente, não consigo pensar em nenhum exemplo, mas deve haver alguns por aí.;;;;se você está no mercado e está procurando uma celebridade para endossar seu produto, tente não escolher uma que possa ser acusada de matar a esposa e o amante da esposa e fugir em um Bronco branco. 
23;Apelo ao Encerramento; apelo à justiça [forma de];;"Aceitar evidências com base no desejo de encerramento - ou encerrar o assunto. Embora o desejo de fechamento seja um fenômeno psicológico real que afeta o bem-estar dos indivíduos, usar o """"fechamento"""" como uma razão para aceitar evidências que de outra forma não seriam aceitas é falacioso. Isso é semelhante ao argumento da ignorância, em que alguém faz uma afirmação com base na falta de informação porque não saber é muito desconfortável psicologicamente. No entanto, o apelo ao encerramento centra-se na aceitação de provas e pela razão do encerramento. ";A evidência X é apresentada e considerada insuficiente (ou avaliada com forte viés devido ao desejo de fechamento). O fechamento é desejado. Portanto, a evidência X é aceita.;"foi declarado em outro lugar que """"concordar em discordar"""" se enquadra no apelo ao encerramento. Este não é o caso porque concordar em discordar não significa que uma das partes esteja aceitando as evidências da outra, na verdade, é o contrário. As pessoas podem concordar em """"seguir em frente"""" ou """"resolver o problema"""" por muitas razões lógicas. Isso é semelhante à negociação e ao compromisso. Quando as pessoas se comprometem, elas geralmente não concordam em aceitar evidências que de outra forma não aceitariam. Por exemplo, se um ateu e um teísta estão debatendo a existência do Deus bíblico, eles não diriam: """"Ok, concordo que existe algum tipo de deus criador se você concorda que esse deus não interfere atualmente no universo. ."""" ";;;O apelo à justiça também é sobre encerramento, mas “apenas” encerramento. O conceito de justiça é o foco onde os fatos e o raciocínio são secundários. “Você quer viver em um mundo onde as pessoas podem roubar bancos e sair impunes? Então, quando chegar a hora do seu veredicto, vote como Bad Boy Billy culpado!;Lembre-se de que justiça é um termo subjetivo. Quando as pessoas clamam por “justiça”, muitas vezes criam uma narrativa com heróis e vilões muito claros, quando a verdade é muito mais incerta. 
24;Apelo à Coincidência;apelo à sorte, apelo à má sorte, apelo à boa sorte;;Concluir que um resultado se deve ao acaso quando as evidências sugerem fortemente o contrário. O apelo à variação da sorte usa a sorte no lugar da coincidência ou do acaso.;As evidências sugerem que X é o resultado de Y. No entanto, insiste-se que X é o resultado do acaso.;Coincidências acontecem. Quando as evidências apontam na direção da coincidência, a coincidência pode ser a melhor opção.;;;;lembra que aquela coisa milionária aconteceu com você? Provavelmente foi uma coincidência. Dada a quantidade de coisas que acontecem conosco todos os dias, todos nós deveríamos passar por muitos eventos na proporção de um milhão ao longo de nossas vidas. 
25;Apelo à crença comum;apelo à crença aceita, apelo à democracia, apelo à crença generalizada, apelo às massas, apelo à crença, apelo à crença geral, apelo à maioria, argumento por consenso, falácia do consenso, autoridade de muitos, falácia do bandwagon, apelo ao número, argumentum ad numerum, argumentum consenso gentium, apelo à multidão, apelo à galeria, consenso gentium, apelo à multidão, conformidade social, valor da comunidade, vox populi;argumentum ad populum;Quando a afirmação de que a maioria ou muitas pessoas em geral ou de um determinado grupo aceita uma crença como verdadeira é apresentada como evidência para a afirmação. Aceitar a crença de outra pessoa, ou de muitas pessoas, sem exigir evidências de por que essa pessoa aceita a crença é um pensamento preguiçoso e uma forma perigosa de aceitar informações.;Muita gente acredita em X. Portanto, X deve ser verdadeiro.;Às vezes, há boas razões para pensar que a crença comum é sustentada por pessoas que têm boas evidências para acreditar. Por exemplo, se virtualmente todos os cientistas da Terra aceitam que o universo tem aproximadamente 13,7 bilhões de anos, é sábio acreditar neles porque eles serão capazes de apresentar evidências objetivas e empíricas de por que acreditam.;;;;A história tem mostrado que quem rompe com as crenças comuns é quem muda o rumo da história. Seja um líder, não um seguidor. 
26;Apelo ao Povo Comum;apelo ao homem comum;;No lugar das provas, tentando estabelecer uma conexão com o público a partir do fato de ser uma “pessoa comum” como cada um deles. Em seguida, sugerindo que sua proposição é algo que todas as pessoas comuns acreditam ou deveriam aceitar.;X é apenas sabedoria popular comum. Portanto, você deve aceitar X. A pessoa 1 é um homem comum que propõe Y. Você também é um homem comum. Portanto, você deve aceitar Y.;Se o apelo do “povo comum” for feito além de razões válidas, então não é uma falácia, embora eu diria que é uma bajulação barata que muitas pessoas podem detectar facilmente.;;;;Se você se sentir tentado a apelar para algumas pessoas, apele para as pessoas que tornaram o mundo um lugar melhor. As pessoas não apenas adoram histórias inspiradoras, mas essas histórias também são motivadores poderosos. Apenas certifique-se de usar essa técnica além da razão, não no lugar dela. 
27;Apelo ao bom senso;;;Afirmar que sua conclusão ou fatos são apenas “senso comum” quando, na verdade, não são. Devemos argumentar por que acreditamos que algo é senso comum se houver qualquer dúvida de que a crença não é comum, em vez de apenas afirmar que é. Esta é uma versão mais específica da alegada certeza.;É senso comum que X é verdadeiro. Portanto, X é verdadeiro.;"O que é """"bom senso"""" para um pode não ser para outro. É possível que alguém não aceite algo que seja """"senso comum"""", então pode-se argumentar que o erro de raciocínio recai sobre a pessoa que rejeita a afirmação do bom senso. ";;;;É tudo uma questão de boa comunicação. Mantenha suas suposições no mínimo ao tentar fazer um argumento persuasivo. 
28;Apelo à Complexidade;;;Concluir que, porque você não entende algo, isso não deve ser verdade, é improvável ou o argumento deve ser falho. Esta é uma forma específica do argumento da ignorância.;Não entendo o argumento X. Portanto, o argumento X não pode ser verdadeiro/é falho/improvável.;Quando aquele que está argumentando não entende o que está realmente dizendo, está cometendo o argumento por meio de jargões.;;;;É função do argumentador tornar o argumento o mais claro possível e usar uma linguagem e termos que o público possa entender. Este é um grande problema na comunicação científica. A maldição do conhecimento geralmente leva aqueles que tentam explicar um tópico complexo de tal maneira que assumem que o público tem tanto conhecimento nas áreas quanto eles. Se seu público não entender seu argumento, não culpe o público, explique seu argumento de forma diferente. 
29;Apelo às Consequências;apelo às consequências de uma crença, argumento às consequências, argumento das [das] consequências, apelo à conveniência [forma de], apelo à utilidade;argumentum ad consequentiam;Concluir que uma ideia ou proposição é verdadeira ou falsa porque as consequências de ser verdadeira ou falsa são desejáveis ou indesejáveis. A falácia reside no fato de que a desejabilidade não está relacionada ao valor de verdade da ideia ou proposição. Isso vem em duas formas: a positiva e a negativa.;X é verdadeiro porque se as pessoas não aceitassem X como sendo verdadeiro, haveria consequências negativas. X é falso porque se as pessoas não aceitassem X como sendo falso, haveria consequências negativas. X é verdadeiro porque aceitar que X é verdadeiro tem consequências positivas. X é falso porque aceitar que X é falso tem consequências positivas. Exemplo #1 (positivo): Se houver moralidade objetiva, o bom comportamento moral será recompensado após a morte. Eu quero ser recompensado, portanto, a moralidade deve ser objetiva. Exemplo #2 (negativo): Se não houver moralidade objetiva, todas as pessoas más não serão punidas por seu mau comportamento após a morte. Eu não gosto disso, portanto, a moralidade deve ser objetiva. Explicação: O fato de alguém querer ser recompensado, ou querer que outras pessoas sofram, nada diz sobre a alegação de verdade da moralidade objetiva. Esses exemplos também levantam a questão de que existe vida após a morte.;Se as consequências se referem a ações tomadas ou não, seria mais uma advertência do que um argumento, portanto não falacioso. Se você continuar refletindo o sol em meus olhos usando seu relógio, vou pegar seu relógio e enfiá-lo em um lugar onde o sol não brilhe. Portanto, você realmente deve parar de fazer isso.;;;O apelo à conveniência é aceitar um argumento porque sua conclusão é conveniente, não necessariamente verdadeira. Isso é muito semelhante ao apelo às consequências, exceto que as consequências são apenas positivas e razoavelmente referidas como “convenientes”.;Perceba que você pode lidar com a realidade, não importa o que ela venha a ser. Você não precisa se esconder disso - enfrente-o e aceite-o. 
30;Apelo à Definição;apelo ao dicionário, vitória por definição;;Usar a definição limitada de um termo de um dicionário como evidência de que o termo não pode ter outro significado, significado expandido ou mesmo significado conflitante. Isso é uma falácia porque os dicionários não raciocinam, eles simplesmente são um reflexo de uma versão abreviada do uso correntemente aceito de um termo, conforme determinado pela argumentação e eventual aceitação. Em suma, os dicionários dizem o que uma palavra significava, de acordo com os autores, no momento em que foi escrita, não o que significava antes, depois ou o que deveria significar. Os significados do dicionário são geralmente concisos e carecem da profundidade encontrada em uma enciclopédia, portanto, os termos encontrados nos dicionários geralmente são incompletos quando se trata de ajudar as pessoas a obter uma compreensão completa do termo.;A definição do dicionário de X não menciona Y. Portanto, Y não deve fazer parte de X.;O dicionário funciona bem quando o termo em questão é resultado de um mal-entendido ou ignorância. Por exemplo: Ken: Você aceita a evolução? Paul: Não. Porque a vida não pode vir da não-vida. Ken: Pesquise “evolução” e você verá que ela não reivindica a origem da vida.;;;;não tenha medo de discutir com a autoridade se você acredita que está certo - mesmo quando essa autoridade é o dicionário. 
31;Apelo ao desespero;;;"Argumentar que sua conclusão, solução ou proposição está correta com base no fato de que algo deve ser feito e sua solução é """"algo"""". ";Algo deve ser feito. X é alguma coisa. Portanto, X deve ser feito.;Às vezes, especialmente em situações em que o tempo é limitado, tomar alguma atitude será melhor do que não fazer nada e, na ausência de um raciocínio melhor, o melhor motivo disponível pode ser suficiente. No entanto, uma razão, não importa quão pobre, ainda deve ser dada – não simplesmente uma conclusão.;;;;Esforce-se ao máximo para evitar situações de desespero em que muitas vezes a emoção prevalece sobre a razão. Embora nem todas as situações desesperadoras possam ser evitadas, muitas podem, com planejamento e previsão adequados. 
32;Apelo à emoção;apelo ao pathos, argumento pela veemência, brincar com as emoções, apelo emocional, para as crianças;;Esta é a categoria geral de muitas falácias que usam a emoção no lugar da razão para tentar vencer a discussão. É um tipo de manipulação usado no lugar da lógica válida. Existem várias falácias especificamente emocionais que listo separadamente neste livro, devido ao seu uso generalizado. No entanto, tenha em mente que você pode pegar qualquer emoção, precedê-la com “apelar para” e criar uma nova falácia, mas, por definição, a emoção deve ser usada no lugar de uma razão válida para apoiar a conclusão.;A alegação X é feita sem evidências. No lugar da evidência, a emoção é usada para convencer o interlocutor de que X é verdadeiro.;;;;;Ao apelar tanto para o cérebro quanto para o coração, você persuadirá o maior número de pessoas. 
33;Apelo à Igualdade;apelo ao igualitarismo, apelo à equidade;;"Uma afirmação é considerada verdadeira ou falsa com base em uma suposta pretensão de igualdade, onde exatamente o que é """"igual"""" não é esclarecido e não é suportado pelo argumento. ";A é igual a B (quando A não é igual a B) Y se aplica a A ou B. Portanto, Y se aplica a A e B.;Há um pouco de subjetividade na análise dessa falácia. O que é igualado é “claro”? Essa igualdade é suportada pelo argumento? Considere o seguinte: Pessoas de todas as raças são iguais. Os direitos humanos se aplicam a todos, então os membros da tribo HootchyCootchie na Ilha de Piddly Widdly têm direito ao casamento e à família. A menos que estejamos falando sobre dois ou mais da mesma coisa (ou seja, A = A), então realmente queremos dizer “iguais de alguma forma”. Embora não explicitamente declarado, “igualdade” refere-se a ter direitos humanos, o que parece bastante claro. O direito ao casamento e à família é um direito humano universal, então isso é apoiado pelo argumento.;;;;"não fique indignado quando alguém questionar o que você acredita que deveria ser """"igual"""". Muitas vezes, ou você realmente quer dizer """"semelhante"""" ou você e seu oponente têm conceitos diferentes do que exatamente deveria ser igual. """
34;Apelo aos Extremos;;;Tentar erroneamente transformar um argumento razoável em um absurdo, levando o argumento ao extremo. Note que esta não é uma reductio ad absurdum válida.;Se X for verdadeiro, então Y também deve ser verdadeiro (onde Y é o extremo de X).;Esta falácia é um mau uso de uma das maiores técnicas de argumentação, reductio ad absurdum, ou redução do argumento ao absurdo. A diferença é onde o absurdo realmente está no argumento ou no raciocínio de quem está tentando mostrar que o argumento é absurdo. Aqui está um exemplo de um argumento que se prova falso ao ser reduzido ao absurdo, legitimamente. Big Tony: Quanto mais você se exercita, mais forte você fica! Nerdy Ned: Na verdade, se você continuasse se exercitando e nunca parasse, cairia morto. Há um limite para a quantidade de exercício que você deve fazer. Em algum momento, o exercício se torna excessivo e causa mais mal do que bem.;;;;As pessoas costumam dizer coisas estúpidas. Às vezes é fácil reduzir seus argumentos ao absurdo, mas lembre-se, na maioria dos casos, seu objetivo deve ser a diplomacia, não fazer a outra pessoa parecer tola. Especialmente ao lidar com seu cônjuge - a menos que você realmente goste de dormir no sofá. 
35;Apelo à Fé;;;Isso é um abandono da razão em um argumento e um apelo à fé, geralmente quando a razão claramente leva à refutação da conclusão de um argumento. É a afirmação de que é preciso ter (o tipo certo de) fé para entender o argumento. Mesmo os argumentos que dependem fortemente da razão que, em última análise, exigem fé, abandonam a razão.;X é verdade. Se você tiver fé, verá isso.;Sem exceções – o apelo à fé é sempre uma falácia quando usado para justificar uma conclusão na ausência de razão.;;;;O debate entre ateus e teístas geralmente se reduz ao conceito de fé, às vezes depois de muitas horas. Muitas vezes é uma boa ideia começar com a pergunta: “A fé é um método confiável para conhecer as coisas?” 
